user_id,group,opened,clicked,purchased
538,A,True,False,False
539,A,False,False,False
540,A,False,False,False
541,B,True,False,False
542,B,False,False,False
543,A,False,False,False
544,B,False,False,False
545,B,False,False,False
546,A,False,False,False
547,A,False,False,False
548,B,False,False,False
549,B,True,False,False
550,B,True,False,False
551,B,False,False,False
552,B,False,False,False
553,B,False,False,False
554,B,False,False,False
555,B,False,False,False
556,A,False,False,False
557,A,True,False,False
558,A,False,False,False
559,B,True,True,False
560,B,False,False,False
561,B,True,True,True
562,A,False,False,False
563,A,True,False,False
564,A,True,False,False
565,A,True,False,False
566,B,False,False,False
567,A,False,False,False
568,A,False,False,False
569,B,False,False,False
570,A,False,False,False
571,B,False,False,False
572,B,False,False,False
573,A,True,False,False
574,B,False,False,False
575,B,False,False,False
576,B,False,False,False
577,A,False,False,False
578,B,False,False,False
579,A,True,True,False
580,A,False,False,False
581,A,False,False,False
582,B,False,False,False
583,A,False,False,False
584,A,False,False,False
585,B,False,False,False
586,A,False,False,False
587,A,True,False,False
588,A,False,False,False
589,A,False,False,False
590,A,True,False,False
591,A,False,False,False
592,B,False,False,False
593,A,False,False,False
594,A,True,False,False
595,B,False,False,False
596,A,False,False,False
597,B,False,False,False
598,A,False,False,False
599,A,True,False,False
600,A,False,False,False
601,A,True,False,False
602,A,True,False,False
603,A,False,False,False
604,A,False,False,False
605,A,False,False,False
606,A,True,False,False
607,A,False,False,False
608,A,False,False,False
609,B,False,False,False
610,B,False,False,False
611,A,False,False,False
612,B,False,False,False
613,B,True,False,False
614,A,False,False,False
615,B,False,False,False
616,B,False,False,False
617,A,False,False,False
618,A,False,False,False
619,B,True,False,False
620,B,True,False,False
621,A,False,False,False
622,A,True,False,False
623,A,False,False,False
624,A,False,False,False
625,B,False,False,False
626,A,False,False,False
627,A,False,False,False
628,B,False,False,False
629,A,True,True,False
630,A,False,False,False
631,B,False,False,False
632,B,False,False,False
633,B,True,True,False
634,B,False,False,False
635,A,False,False,False
636,A,False,False,False
637,B,False,False,False
638,A,False,False,False
639,A,False,False,False
640,A,True,False,False
641,A,False,False,False
642,A,False,False,False
643,A,False,False,False
644,A,False,False,False
645,A,True,False,False
646,B,True,False,False
647,B,False,False,False
648,B,False,False,False
649,B,False,False,False
650,A,False,False,False
651,A,False,False,False
652,B,False,False,False
653,B,False,False,False
654,B,False,False,False
655,A,False,False,False
656,A,False,False,False
657,A,False,False,False
658,A,False,False,False
659,B,False,False,False
660,B,False,False,False
661,A,False,False,False
662,B,True,False,False
663,B,False,False,False
664,A,False,False,False
665,A,False,False,False
666,A,True,False,False
667,A,True,False,False
668,A,True,False,False
669,A,False,False,False
670,A,True,False,False
671,A,False,False,False
672,B,True,False,False
673,A,True,True,False
674,B,True,False,False
675,A,True,False,False
676,B,False,False,False
677,A,False,False,False
678,A,False,False,False
679,B,True,False,False
680,B,True,False,False
681,B,False,False,False
682,A,False,False,False
683,A,True,False,False
684,B,False,False,False
685,B,False,False,False
686,B,True,False,False
687,B,False,False,False
688,A,True,False,False
689,B,False,False,False
690,A,True,False,False
691,A,False,False,False
692,A,True,False,False
693,B,False,False,False
694,A,True,False,False
695,A,False,False,False
696,B,False,False,False
697,A,False,False,False
698,B,False,False,False
699,A,False,False,False
700,A,False,False,False
701,B,True,True,False
702,A,False,False,False
703,A,True,False,False
704,A,False,False,False
705,A,True,False,False
706,B,False,False,False
707,A,False,False,False
708,B,False,False,False
709,A,False,False,False
710,B,True,False,False
711,B,False,False,False
712,B,True,False,False
713,A,False,False,False
714,A,False,False,False
715,A,False,False,False
716,B,True,False,False
717,B,True,False,False
718,B,True,False,False
719,A,True,False,False
720,B,True,False,False
721,B,False,False,False
722,A,True,False,False
723,A,False,False,False
724,B,False,False,False
725,B,False,False,False
726,B,False,False,False
727,A,False,False,False
728,B,False,False,False
729,A,True,False,False
730,A,False,False,False
731,A,False,False,False
732,B,False,False,False
733,B,False,False,False
734,B,False,False,False
735,A,False,False,False
736,B,True,False,False
737,A,False,False,False
738,B,False,False,False
739,A,True,False,False
740,A,True,False,False
741,A,True,False,False
742,A,False,False,False
743,B,True,True,False
744,B,False,False,False
745,A,False,False,False
746,B,False,False,False
747,A,False,False,False
748,B,False,False,False
749,B,False,False,False
750,B,True,False,False
751,A,False,False,False
752,B,False,False,False
753,B,False,False,False
754,A,False,False,False
755,A,True,False,False
756,B,False,False,False
757,B,True,False,False
758,B,False,False,False
759,B,False,False,False
760,B,False,False,False
761,A,True,False,False
762,A,False,False,False
763,A,False,False,False
764,B,True,False,False
765,A,False,False,False
766,B,False,False,False
767,B,False,False,False
768,B,False,False,False
769,A,False,False,False
770,B,False,False,False
771,A,False,False,False
772,B,False,False,False
773,A,False,False,False
774,A,True,False,False
775,B,True,False,False
776,A,True,True,False
777,A,False,False,False
778,B,False,False,False
779,B,False,False,False
780,B,True,True,False
781,B,False,False,False
782,B,False,False,False
783,A,False,False,False
784,A,False,False,False
785,A,False,False,False
786,B,True,False,False
787,B,True,False,False
788,A,True,False,False
789,A,False,False,False
790,B,False,False,False
791,A,False,False,False
792,B,False,False,False
793,B,False,False,False
794,B,True,False,False
795,A,True,False,False
796,B,False,False,False
797,B,False,False,False
798,B,False,False,False
799,B,False,False,False
800,B,True,False,False
801,B,False,False,False
802,A,False,False,False
803,B,True,False,False
804,B,False,False,False
805,A,False,False,False
806,B,True,False,False
807,B,True,False,False
808,B,False,False,False
809,A,False,False,False
810,A,False,False,False
811,B,False,False,False
812,B,False,False,False
813,A,True,False,False
814,B,False,False,False
815,B,False,False,False
816,B,False,False,False
817,B,False,False,False
818,A,False,False,False
819,A,True,False,False
820,A,False,False,False
821,B,False,False,False
822,A,True,False,False
823,A,False,False,False
824,A,True,False,False
825,B,False,False,False
826,B,False,False,False
827,A,True,False,False
828,A,False,False,False
829,B,False,False,False
830,A,False,False,False
831,A,True,False,False
832,A,True,False,False
833,A,False,False,False
834,A,True,False,False
835,A,False,False,False
836,A,False,False,False
837,B,False,False,False
838,A,False,False,False
839,B,False,False,False
840,B,False,False,False
841,A,False,False,False
842,B,False,False,False
843,A,False,False,False
844,B,True,False,False
845,A,True,False,False
846,A,False,False,False
847,A,False,False,False
848,B,False,False,False
849,B,False,False,False
850,B,True,True,False
851,A,False,False,False
852,B,False,False,False
853,A,False,False,False
854,B,False,False,False
855,A,True,False,False
856,A,False,False,False
857,A,False,False,False
858,A,True,False,False
859,B,False,False,False
860,A,False,False,False
861,B,False,False,False
862,A,False,False,False
863,B,True,False,False
864,A,False,False,False
865,A,True,False,False
866,B,False,False,False
867,A,True,False,False
868,A,False,False,False
869,B,False,False,False
870,B,False,False,False
871,A,True,False,False
872,A,False,False,False
873,B,False,False,False
874,A,True,False,False
875,A,False,False,False
876,A,False,False,False
877,B,False,False,False
878,B,False,False,False
879,A,True,True,False
880,A,False,False,False
881,A,False,False,False
882,B,True,True,False
883,A,False,False,False
884,A,False,False,False
885,B,False,False,False
886,A,False,False,False
887,B,True,False,False
888,A,True,False,False
889,A,False,False,False
890,A,True,False,False
891,B,False,False,False
892,B,True,False,False
893,B,False,False,False
894,A,False,False,False
895,B,False,False,False
896,A,True,False,False
897,A,True,False,False
898,B,True,False,False
899,A,True,False,False
900,A,False,False,False
901,A,False,False,False
902,A,False,False,False
903,A,False,False,False
904,B,False,False,False
905,A,False,False,False
906,B,False,False,False
907,B,False,False,False
908,A,False,False,False
909,A,False,False,False
910,A,True,False,False
911,B,True,False,False
912,A,False,False,False
913,B,True,False,False
914,A,False,False,False
915,B,False,False,False
916,A,True,False,False
917,A,True,False,False
918,B,False,False,False
919,B,False,False,False
920,A,True,True,False
921,B,False,False,False
922,A,False,False,False
923,B,True,False,False
924,B,True,False,False
925,A,False,False,False
926,A,True,False,False
927,A,False,False,False
928,B,False,False,False
929,B,False,False,False
930,A,False,False,False
931,A,False,False,False
932,B,False,False,False
933,B,True,False,False
934,B,False,False,False
935,A,False,False,False
936,A,True,False,False
937,A,False,False,False
938,B,True,False,False
939,A,True,False,False
940,B,True,False,False
941,A,False,False,False
942,B,False,False,False
943,B,True,False,False
944,B,True,False,False
945,A,False,False,False
946,A,False,False,False
947,A,True,False,False
948,B,False,False,False
949,B,True,False,False
950,B,False,False,False
951,B,True,False,False
952,B,False,False,False
953,A,True,False,False
954,B,True,False,False
955,A,False,False,False
956,A,False,False,False
957,B,False,False,False
958,A,False,False,False
959,A,False,False,False
960,B,False,False,False
961,A,False,False,False
962,B,False,False,False
963,A,False,False,False
964,A,False,False,False
965,A,False,False,False
966,A,True,False,False
967,B,True,False,False
968,A,False,False,False
969,B,False,False,False
970,A,True,False,False
971,B,False,False,False
972,B,False,False,False
973,B,True,False,False
974,A,False,False,False
975,A,False,False,False
976,A,False,False,False
977,B,False,False,False
978,A,False,False,False
979,A,False,False,False
980,B,False,False,False
981,A,False,False,False
982,B,False,False,False
983,A,False,False,False
984,A,False,False,False
985,B,True,True,False
986,A,True,False,False
987,B,True,False,False
988,A,True,False,False
989,A,False,False,False
990,B,False,False,False
991,B,False,False,False
992,B,False,False,False
993,A,False,False,False
994,B,False,False,False
995,A,False,False,False
996,A,False,False,False
997,B,False,False,False
998,A,False,False,False
999,B,True,True,False
1000,A,False,False,False
1001,A,False,False,False
1002,B,True,False,False
1003,B,False,False,False
1004,B,True,False,False
1005,B,True,False,False
1006,B,False,False,False
1007,B,False,False,False
1008,B,False,False,False
1009,A,False,False,False
1010,A,False,False,False
1011,A,False,False,False
1012,B,False,False,False
1013,B,False,False,False
1014,A,True,False,False
1015,B,False,False,False
1016,B,False,False,False
1017,A,False,False,False
1018,B,False,False,False
1019,B,False,False,False
1020,A,False,False,False
1021,B,False,False,False
1022,A,True,False,False
1023,B,False,False,False
1024,B,False,False,False
1025,B,False,False,False
1026,A,False,False,False
1027,B,True,False,False
1028,B,False,False,False
1029,A,False,False,False
1030,B,True,False,False
1031,A,True,False,False
1032,B,True,False,False
1033,A,False,False,False
1034,A,False,False,False
1035,A,False,False,False
1036,B,False,False,False
1037,A,False,False,False
1038,B,True,False,False
1039,A,False,False,False
1040,A,False,False,False
1041,B,False,False,False
1042,B,False,False,False
1043,A,False,False,False
1044,B,False,False,False
1045,B,False,False,False
1046,B,False,False,False
1047,A,True,False,False
1048,A,False,False,False
1049,B,False,False,False
1050,A,True,True,False
1051,B,True,False,False
1052,B,True,False,False
1053,B,False,False,False
1054,B,False,False,False
1055,B,False,False,False
1056,A,False,False,False
1057,B,False,False,False
1058,A,False,False,False
1059,A,True,False,False
1060,B,False,False,False
1061,B,False,False,False
1062,B,True,False,False
1063,B,False,False,False
1064,A,False,False,False
1065,A,True,False,False
1066,B,True,False,False
1067,A,True,False,False
1068,A,False,False,False
1069,A,False,False,False
1070,A,False,False,False
1071,A,True,False,False
1072,A,False,False,False
1073,A,False,False,False
1074,A,True,False,False
1075,B,True,False,False
1076,A,False,False,False
1077,A,False,False,False
1078,B,True,False,False
1079,A,True,False,False
1080,B,False,False,False
1081,B,False,False,False
1082,A,False,False,False
1083,A,False,False,False
1084,B,False,False,False
1085,B,False,False,False
1086,A,False,False,False
1087,B,False,False,False
1088,A,False,False,False
1089,B,False,False,False
1090,A,False,False,False
1091,B,False,False,False
1092,B,False,False,False
1093,B,True,False,False
1094,B,False,False,False
1095,A,False,False,False
1096,A,False,False,False
1097,A,False,False,False
1098,A,False,False,False
1099,B,False,False,False
1100,A,False,False,False
1101,A,True,False,False
1102,B,False,False,False
1103,B,False,False,False
1104,B,False,False,False
1105,B,False,False,False
1106,A,True,False,False
1107,A,False,False,False
1108,B,False,False,False
1109,B,True,False,False
1110,A,False,False,False
1111,B,False,False,False
1112,A,True,False,False
1113,A,True,False,False
1114,B,False,False,False
1115,B,False,False,False
1116,B,False,False,False
1117,A,False,False,False
1118,B,False,False,False
1119,A,False,False,False
1120,A,False,False,False
1121,B,False,False,False
1122,B,True,False,False
1123,B,False,False,False
1124,B,False,False,False
1125,B,True,False,False
1126,B,False,False,False
1127,A,False,False,False
1128,A,False,False,False
1129,A,False,False,False
1130,A,False,False,False
1131,B,False,False,False
1132,A,True,False,False
1133,A,False,False,False
1134,A,False,False,False
1135,B,False,False,False
1136,A,True,True,False
1137,B,True,False,False
1138,A,False,False,False
1139,A,False,False,False
1140,B,False,False,False
1141,B,False,False,False
1142,A,False,False,False
1143,B,True,False,False
1144,B,False,False,False
1145,A,True,False,False
1146,B,False,False,False
1147,B,False,False,False
1148,B,False,False,False
1149,B,False,False,False
1150,B,False,False,False
1151,B,True,False,False
1152,B,False,False,False
1153,B,False,False,False
1154,B,False,False,False
1155,B,False,False,False
1156,B,True,False,False
1157,A,False,False,False
1158,B,True,True,False
1159,B,False,False,False
1160,A,False,False,False
1161,B,True,False,False
1162,A,False,False,False
1163,A,False,False,False
1164,B,False,False,False
1165,A,False,False,False
1166,B,False,False,False
1167,B,True,False,False
1168,B,True,False,False
1169,A,False,False,False
1170,A,True,False,False
1171,B,False,False,False
1172,B,False,False,False
1173,B,False,False,False
1174,A,False,False,False
1175,B,False,False,False
1176,B,False,False,False
1177,B,False,False,False
1178,A,False,False,False
1179,B,False,False,False
1180,B,True,False,False
1181,B,False,False,False
1182,A,False,False,False
1183,B,False,False,False
1184,B,False,False,False
1185,A,False,False,False
1186,B,False,False,False
1187,B,True,False,False
1188,A,False,False,False
1189,A,True,False,False
1190,B,False,False,False
1191,A,False,False,False
1192,B,True,False,False
1193,A,True,False,False
1194,B,False,False,False
1195,A,True,False,False
1196,B,True,False,False
1197,B,False,False,False
1198,B,True,False,False
1199,B,False,False,False
1200,A,False,False,False
1201,B,True,False,False
1202,A,False,False,False
1203,A,False,False,False
1204,A,False,False,False
1205,A,False,False,False
1206,B,False,False,False
1207,B,False,False,False
1208,A,True,False,False
1209,A,True,False,False
1210,B,False,False,False
1211,A,True,False,False
1212,A,False,False,False
1213,A,False,False,False
1214,B,True,False,False
1215,B,False,False,False
1216,A,True,False,False
1217,A,False,False,False
1218,B,False,False,False
1219,B,False,False,False
1220,A,False,False,False
1221,B,True,False,False
1222,A,False,False,False
1223,A,False,False,False
1224,B,False,False,False
1225,A,False,False,False
1226,B,False,False,False
1227,A,False,False,False
1228,A,False,False,False
1229,B,True,False,False
1230,A,False,False,False
1231,B,False,False,False
1232,A,False,False,False
1233,A,True,False,False
1234,A,False,False,False
1235,B,True,False,False
1236,A,False,False,False
1237,B,False,False,False
1238,A,False,False,False
1239,B,False,False,False
1240,A,True,False,False
1241,B,True,False,False
1242,B,False,False,False
1243,B,True,True,False
1244,B,False,False,False
1245,B,True,False,False
1246,B,False,False,False
1247,A,False,False,False
1248,A,False,False,False
1249,B,False,False,False
1250,B,False,False,False
1251,B,False,False,False
1252,A,False,False,False
1253,A,False,False,False
1254,A,False,False,False
1255,B,True,True,False
1256,A,False,False,False
1257,A,True,False,False
1258,A,False,False,False
1259,A,False,False,False
1260,B,True,False,False
1261,A,True,False,False
1262,B,True,False,False
1263,A,False,False,False
1264,A,False,False,False
1265,A,False,False,False
1266,A,False,False,False
1267,A,False,False,False
1268,A,True,False,False
1269,B,False,False,False
1270,A,True,False,False
1271,B,True,False,False
1272,B,True,False,False
1273,B,False,False,False
1274,A,True,False,False
1275,A,True,False,False
1276,A,False,False,False
1277,A,True,False,False
1278,B,False,False,False
1279,A,False,False,False
1280,A,False,False,False
1281,B,True,False,False
1282,B,True,False,False
1283,B,False,False,False
1284,A,True,False,False
1285,A,False,False,False
1286,B,True,False,False
1287,A,False,False,False
1288,A,False,False,False
1289,A,False,False,False
1290,A,False,False,False
1291,A,False,False,False
1292,A,False,False,False
1293,B,False,False,False
1294,B,False,False,False
1295,B,True,False,False
1296,A,True,False,False
1297,A,False,False,False
1298,A,True,False,False
1299,B,False,False,False
1300,B,True,True,False
1301,A,False,False,False
1302,B,True,False,False
1303,A,False,False,False
1304,B,True,True,False
1305,B,True,False,False
1306,B,True,False,False
1307,B,False,False,False
1308,B,True,True,False
1309,A,False,False,False
1310,B,True,False,False
1311,A,True,False,False
1312,B,False,False,False
1313,B,False,False,False
1314,B,False,False,False
1315,A,False,False,False
1316,B,False,False,False
1317,B,False,False,False
1318,B,False,False,False
1319,A,False,False,False
1320,A,False,False,False
1321,A,False,False,False
1322,A,False,False,False
1323,B,True,False,False
1324,A,True,False,False
1325,B,False,False,False
1326,A,False,False,False
1327,A,False,False,False
1328,B,True,False,False
1329,B,False,False,False
1330,A,True,False,False
1331,B,False,False,False
1332,B,True,False,False
1333,A,False,False,False
1334,B,False,False,False
1335,B,True,False,False
1336,B,False,False,False
1337,A,False,False,False
1338,B,True,False,False
1339,A,False,False,False
1340,A,False,False,False
1341,A,False,False,False
1342,A,True,False,False
1343,B,False,False,False
1344,B,False,False,False
1345,B,False,False,False
1346,A,False,False,False
1347,A,False,False,False
1348,A,True,False,False
1349,B,True,False,False
1350,A,False,False,False
1351,B,False,False,False
1352,B,True,False,False
1353,A,True,False,False
1354,B,False,False,False
1355,A,False,False,False
1356,B,True,False,False
1357,B,True,False,False
1358,A,False,False,False
1359,A,False,False,False
1360,B,False,False,False
